Reviewer,Date,Review,English Review
nabilah abd rahman,9 months ago,"Kedai sangat bersih. Makanan okay sedap. Harga reasonable, kena pada potion, keselesaan kedai & rasa makanan. Nasi lemak sotong & rendang RM10, bergedil sangat sedap, rugi kalau tak beli. Paru RM3, so harga memang berpatutan. Ada ruang Ã¢â¬Â¦","The shop is very clean. The food is okay. Reasonable prices, portions, shop comfort & and food taste. Squid fat & shredded rm10, are so delicious, loss if you don't buy.Lung RM3, so the price is reasonable.There is space AC Ã¢ â¬ Â¦"
Welliam Lauw,a month ago,"best nasi lemak iÃ¢â¬â¢ve ever had. the rice was so fragrant, must add the perkedel Ã¢ÂÂ¤Ã¯Â¸Â",The best nasi lemak I've ever had. The rice was so fragrant; you must add the perkedel. ??
Shida Chopperz,2 weeks ago,Sambal was way too sweet might as well eat nasi lemak with sugar. I love the Ã¢â¬Ëteh o ais limauÃ¢â¬â¢ only . Kbye,Sambal was way too sweet might as well eat nasi lemak with sugar. I love the tea o ais limau only.
Chris Rodriguez,6 months ago,"Oh man, where to even start!This here is hands down where you are going to find the best nasi lemak in the city! The people are extremely nice and the customer service is amazing!They have many different kinds of chicken and they also make incredible smoothies! I recommend trying the mango smoothie, as it gets served with many mango chunks inside! One of the best that I've ever had!","Oh man, where to even start!This here is hands down where you are going to find the best nasi lemak in the city! The people are extremely nice and the customer service is amazing!They have many different kinds of chicken and they also make incredible smoothies! I recommend trying the mango smoothie, as it gets served with many mango chunks inside! One of the best that I've ever had!"
froompah,3 months ago,"The food doesnt really live up to all the hype and buzz created by the media. Tastes like the average nasi lemak from any roadside stall. The rice isnt particularly fragrant. And the sambal,  nothing to shout about (a little too spicy though). But it has clean comfy seating, and popular with foreign tourists.","The food doesnt really live up to all the hype and buzz created by the media. Tastes like the average nasi lemak from any roadside stall. The rice isnt particularly fragrant. And the sambal,  nothing to shout about (a little too spicy though). But it has clean comfy seating, and popular with foreign tourists."
Tattoo Family,8 months ago,"A different experience of Nasi Lemak. Taste not bad. Very clean and hygienic place. Staffs are very polite, well mannered and friendly. Price is surprisingly on the cheap side Ã°Å¸Ëâ° Ã¢â¬Â¦","A different experience of Nasi Lemak. Taste not bad. Very clean and hygienic place. Staffs are very polite, well mannered and friendly. Price is surprisingly on the cheap side Ã°Å¸Ëâ° Ã¢â¬Â¦"
Nur Syafiqah Muhamad,9 months ago,First time eating at this place. It was fully seated and had to queue and fortunately not too long. Kudos to managementÃ°Å¸âÂÃ°Å¸ÂÂ» Ã¢â¬Â¦,"First time eating at this place. It was fully seated, and we had to queue, but fortunately, it wasn't too long. Kudos to the management! ????"
Mark Lee,7 months ago,"If you want to try local Malay Nasi Lemak, here it is, not variety of choice, but the food was great, that why filled with lot of local people. The sellers are all friendly, 5 stars.","If you want to try local Malay Nasi Lemak, here it is, not variety of choice, but the food was great, that why filled with lot of local people. The sellers are all friendly, 5 stars."
Rachel Yosi,2 months ago,"Oke Nasi Lemak Wadjo is always popular even for local peoples in Malaysia but for sure for me as tourits there , as my last visited on May 2023 just for hunting Nasi Lemak , i can say Nasi Lemak here is so autentic with Melayu taste , as Ã¢â¬Â¦","Okay, Nasi Lemak Wadjo is always popular, even for local people in Malaysia, but for sure, for me as a tourist there, as my last visit in May 2023 just for hunting Nasi Lemak, I can say Nasi Lemak here is so authentic with Malay taste"
MOHD RIDZUAN KUSHAIRI BIN MOHD RAMLI,7 months ago,"About 20 years ago, i told myself to never ever go to Kampung Baru for Nasi Lemak. This was a time when i had a week of massive and extensive diarrhoea after tasting the then popular Nasi Lemak Antarabangsa. Back then Kg Baru outlets were Ã¢â¬Â¦","About 20 years ago, I told myself never to go to Kampung Baru for Nasi Lemak again. This decision came after a week of massive and extensive diarrhea following the consumption of the then-popular Nasi Lemak Antarabangsa"
SEB WALKER,a month ago,"Overrated in my opinion. Sweet Sambal, no peanuts.Eaten many better tasting lemaks at humble market stalls.","Overrated in my opinion. Sweet Sambal, no peanuts.Eaten many better tasting lemaks at humble market stalls."
Chew Jill,6 months ago,"Spacious, bright and clean. We opted for the aircon room as it was a hot day and paid RM1 per person. Ã¢â¬Â¦","Spacious, bright and clean. We opted for the aircon room as it was a hot day and paid RM1 per person. Ã¢â¬Â¦"
Muhammad Iqmal Putra Zulkefli,2 months ago,"Sedap, sambal tak pedas sngt, potion not bad. Harga sedikit mahal dari biasa tapi berbaloi.","Delicious, spicy sambal, portion not bad. The price is a bit more expensive than usual but worth it."
Yusri Yusop,8 months ago,"I recently visited Restaurant Nasi Lemak Wan Jo and my experience was mixed. The service was decent and the restaurant was clean. The atmosphere was okay, nothing too special. The nasi lemak itself was okay, it was decent but nothing Ã¢â¬Â¦","I recently visited Restaurant Nasi Lemak WanJo and my experience was mixed. The service was decent and the restaurant was clean. The atmosphere was okay, nothing too special. The nasi lemak itself was okay, it was decent but nothing Ã¢â¬Â¦"
Aisha Othman,7 months ago,"Best nasi lemak in KL so far.  If you dining in, queue and get the dishes you want. Pay to the cashier and find your table. And if you plan to 'take away', there's another line to queue. Very systematic. And both queue cleared very fast. I Ã¢â¬Â¦","Best nasi lemak in KL so far.  If you dining in, queue and get the dishes you want. Pay to the cashier and find your table. And if you plan to 'take away', there's another line to queue. Very systematic. And both queue cleared very fast. I Ã¢â¬Â¦"
Cashulz Gaming (Cv),3 months ago,Gone here with family.Price wise is good for dinner.Food is good.Their chicken n begedil is big.Service is fast. No wait at all on saturday night,Gone here with family.Price wise is good for dinner.Food is good.Their chicken n begedil is big.Service is fast. No wait at all on saturday night
Khairul Azrin,a month ago,Nasi lemak dimasak sempurna. Sedap dan berderai gitu.Tidak lembik atau nasi tidak kurang air. Sambal kurang pedas dan agak manis. Bagi saya sambal sedap walaupun sambal tidak pekat. Sambal sotong pun best rasanya. Cuma yang tak puas hati Ã¢â¬Â¦,"The nasi lemak is cooked perfectly. It's delicious and fragrant. It's neither mushy nor lacking in moisture. The sambal is mildly spicy and somewhat sweet. For me, the sambal is tasty even though it's not very thick. The squid sambal also tastes great. The only unsatisfactory thing is hard to find parking"
Gunasekar Mariappan,8 months ago,Long queue before can reach the counter. However the service is fast. The rice is nice and creamy: Sambal is on sweeter side. Very focused menu serving only Nasi Lemak with fewer side dishes spread. Ã¢â¬Â¦,Long queue before can reach the counter. However the service is fast. The rice is nice and creamy: Sambal is on sweeter side. Very focused menu serving only Nasi Lemak with fewer side dishes spread. Ã¢â¬Â¦
Nur Syafeeqa,8 months ago,"Kenapa ramai kata tak sedap ye. Cuma satu jela. Sambal dia agak manis. Jika makan pinggan kedua, mungkin rasa sedikit muak. Ayam masak merah sedap! Servis lajuuuuu. Jika nak duduk dalam bilik aircond kene bayar extra rm1/per person. Beratur pun sekejap je. Anyway, worth to try! Boleh datang lagi :)","Why do many say it's not tasty? Just one thing. The sambal is somewhat sweet. If you eat a second plate, you might feel a bit overwhelmed. The chicken masak merah is delicious! The service is very fast. If you want to sit in the air-conditioned room, you have to pay an extra RM1 per person. The queue is also short. Anyway, worth trying! Can come again :)"
ahmed fariq abdullah,2 months ago,"amat bersih dan selesa nasi lemak wanjo, banyak perubahan kedai di lakukan dan amat-amat selesa","Very clean and comfortable, Wanjo Nasi Lemak has undergone many changes and is very, very comfortable"
HÃÂ¹ng BÃÂ¹i,a year ago,"Food is good, tasty. 13Rm for the big tomato chicken and beef rendang plate and 16Rm for the fried chicken and sotong. Drink is cheap just 2RM for TehO-Ice. A lot of table and clean place for eating. I think the price of food is OKWorth to wait for long queue. Tourist should give a shot","The food is good and tasty. It costs 13 RM for the large tomato chicken and beef rendang plate, and 16 RM for the fried chicken and squid. Drinks are cheap, just 2 RM for TehO-Ice. There are plenty of tables, and the place is clean for eating. I think the food prices are reasonable. It's worth waiting in the long queue. Tourists should give it a try."
